Id_Semester,No_Pelajar,Sem_Pelajar,Jumlah_Kredit,Jumlah_Nilai,GPA,CGPA,Status
44,"333571250852",1,15,59.4000,3.9600,3.9600,"KB"
44,"333571250865",1,15,59.4000,3.9600,3.9600,"KB"
44,"333571250878",1,15,51.5000,3.4300,3.4300,"KB"
44,"333571250881",1,15,57.1000,3.8100,3.8100,"KB"
44,"333571250894",1,15,60.0000,4.0000,4.0000,"KB"
44,"333571250946",1,15,59.4000,3.9600,3.9600,"KB"
44,"333571250962",1,15,54.1000,3.6100,3.6100,"KB"
43,"333571244732",2,17,54.9000,3.2300,3.0600,"KB"
43,"333571244758",2,17,64.0000,3.7600,3.7100,"KB"
43,"333571244761",2,17,64.5000,3.7900,3.6800,"KB"
43,"333571244787",2,17,55.9000,3.2900,3.1100,"KB"
43,"333571244790",2,17,57.5000,3.3800,3.3200,"KB"
43,"333571244800",2,17,63.0000,3.7100,3.6100,"KB"
43,"333571244813",2,17,64.8000,3.8100,3.6200,"KB"
43,"333571244826",2,17,61.7000,3.6300,3.4800,"KB"
43,"333571244839",2,17,64.8000,3.8100,3.6000,"KB"
43,"333571244842",2,17,65.7000,3.8600,3.6500,"KB"
43,"333571244855",2,17,57.9000,3.4100,3.2400,"KB"
43,"333571244868",2,15,54.8000,3.6500,3.6600,"KB"
43,"333571244871",2,15,46.4000,3.0900,3.1300,"KB"
43,"333571244897",2,15,53.6000,3.5700,3.7100,"KB"
43,"333571244907",2,15,49.1000,3.2700,3.3000,"KB"
43,"333571244910",2,15,54.8000,3.6500,3.7500,"KB"
43,"333571244923",2,15,53.3000,3.5500,3.5900,"KB"
43,"333571244949",2,15,52.1000,3.4700,3.4400,"KB"
43,"333571244952",2,15,52.7000,3.5100,3.6400,"KB"
43,"333571244965",2,15,48.2000,3.2100,3.3100,"KB"
43,"333571244981",2,15,54.0000,3.6000,3.7100,"KB"
43,"333571245003",2,19,72.7000,3.8300,3.7600,"KB"
43,"333571245029",2,19,74.2000,3.9100,3.7200,"KB"
43,"333571245032",2,19,68.1000,3.5800,3.4600,"KB"
43,"333571245058",2,19,68.9000,3.6300,3.6600,"KB"
43,"333571245061",2,19,66.8000,3.5200,3.4700,"KB"
43,"333571245074",2,19,62.9000,3.3100,3.2600,"KB"
43,"333571245090",2,19,68.5000,3.6100,3.5100,"KB"
43,"333571245155",2,19,71.5000,3.7600,3.7500,"KB"
43,"333571245168",2,19,65.2000,3.4300,3.4900,"KB"
43,"333571245171",2,19,74.0000,3.8900,3.9100,"KB"
43,"333571245197",2,19,70.5000,3.7100,3.7800,"KB"
43,"333571245207",2,19,73.6000,3.8700,3.8900,"KB"
43,"333571245210",2,19,71.4000,3.7600,3.7900,"KB"
43,"333571245294",2,15,53.9000,3.5900,3.7600,"KB"
43,"333571245304",2,15,55.6000,3.7100,3.7200,"KB"
43,"333571245333",2,19,67.7000,3.5600,3.5500,"KB"
43,"333571245359",2,19,52.9000,2.7800,3.1100,"KB"
43,"333571245372",1,12,45.9000,3.8300,3.8300,"KB"
43,"333571245401",2,17,58.1000,3.4200,3.3500,"KB"
43,"333571245595",2,16,59.0000,3.6900,3.7900,"KB"
43,"333571245618",2,16,57.2000,3.5800,3.6900,"KB"
43,"333571245634",2,17,64.6000,3.8000,3.5100,"KB"
43,"333571245650",2,17,55.3000,3.2500,3.2200,"KB"
43,"333571245663",2,17,60.9000,3.5800,3.5400,"KB"
43,"333571245702",2,17,66.6000,3.9200,3.8500,"KB"
43,"333571245731",2,19,57.3000,3.0200,3.1200,"KB"
43,"333571245786",2,19,54.1000,2.8500,3.1700,"KB"
43,"333571245838",2,19,70.9000,3.7300,3.7100,"KB"
43,"333571245883",2,15,48.6000,3.2400,3.3400,"KB"
43,"333571245896",2,15,55.1000,3.6700,3.5800,"KB"
43,"333571245906",2,15,56.6000,3.7700,3.8500,"KB"
43,"333571245919",2,15,55.3000,3.6900,3.7500,"KB"
43,"333571245922",2,15,55.3000,3.6900,3.6600,"KB"
43,"333571245935",2,15,53.6000,3.5700,3.6500,"KB"
43,"333571245980",2,16,59.0000,3.6900,3.7500,"KB"
43,"333571245993",2,19,64.7000,3.4100,3.4900,"KB"
43,"333571246002",2,19,69.8000,3.6700,3.4800,"KB"
43,"333571246015",2,19,61.4000,3.2300,3.1700,"KB"
43,"333571246028",2,19,68.8000,3.6200,3.5500,"KB"
43,"333571246057",2,17,64.6000,3.8000,3.5700,"KB"
43,"333571246073",2,17,62.8000,3.6900,3.4400,"KB"
43,"333571246109",2,15,54.8000,3.6500,3.7900,"KB"
43,"333571246293",2,16,55.1000,3.4400,3.5100,"KB"
43,"333571246303",2,16,58.4000,3.6500,3.7300,"KB"
43,"333571246316",2,16,56.9000,3.5600,3.6200,"KB"
43,"333571246329",2,19,66.7000,3.5100,3.5700,"KB"
43,"333571246345",2,16,55.9000,3.4900,3.6400,"KB"
43,"333571246374",2,17,61.7000,3.6300,3.4500,"KB"
43,"333571246439",2,19,69.0000,3.6300,3.6100,"KB"
43,"333571246455",2,15,53.0000,3.5300,3.6500,"KB"
43,"333571246701",2,19,72.7000,3.8300,3.7600,"KB"
43,"333571246714",2,19,73.6000,3.8700,3.8300,"KB"
43,"333571246837",1,20,66.6000,3.3300,3.3300,"KB"
43,"333571247153",1,12,40.9000,3.4100,3.4100,"KB"
43,"333571247166",1,12,36.4000,3.0300,3.0300,"KB"
43,"333571247179",1,12,42.9000,3.5800,3.5800,"KB"
43,"333571247195",1,12,46.5000,3.8800,3.8800,"KB"
43,"333571247218",1,12,36.5000,3.0400,3.0400,"KB"
43,"333571247247",1,12,44.4000,3.7000,3.7000,"KB"
43,"333571247250",1,12,47.7000,3.9800,3.9800,"KB"
43,"333571247263",1,12,41.8000,3.4800,3.4800,"KB"
43,"333571247289",1,12,42.9000,3.5800,3.5800,"KB"
43,"333571247292",1,12,41.4000,3.4500,3.4500,"KB"
43,"333571247302",1,12,45.0000,3.7500,3.7500,"KB"
43,"333571247315",1,12,46.8000,3.9000,3.9000,"KB"
43,"333571247331",1,12,37.5000,3.1300,3.1300,"KB"
43,"333571247344",1,12,40.8000,3.4000,3.4000,"KB"
43,"333571247360",1,12,42.1000,3.5100,3.5100,"KB"
43,"333571247373",1,12,45.3000,3.7800,3.7800,"KB"
43,"333571247506",1,13,43.1000,3.3200,3.3200,"KB"
43,"333571247519",1,13,49.6000,3.8200,3.8200,"KB"
43,"333571247522",1,13,49.4000,3.8000,3.8000,"KB"
43,"333571247535",1,13,50.2000,3.8600,3.8600,"KB"
43,"333571247548",1,13,41.7000,3.2100,3.2100,"KB"
43,"333571247551",1,13,50.8000,3.9100,3.9100,"KB"
43,"333571247564",1,13,45.7000,3.5200,3.5200,"KB"
43,"333571247577",1,13,42.3000,3.2500,3.2500,"KB"
43,"333571247580",1,13,47.1000,3.6200,3.6200,"KB"
43,"333571247593",1,13,48.7000,3.7500,3.7500,"KB"
43,"333571247603",1,13,40.9000,3.1500,3.1500,"KB"
43,"333571247616",1,13,43.9000,3.3800,3.3800,"KB"
43,"333571247632",1,13,46.6000,3.5800,3.5800,"KB"
43,"333571247645",1,13,41.7000,3.2100,3.2100,"KB"
43,"333571247658",1,13,39.5000,3.0400,3.0400,"KB"
43,"333571247661",1,13,49.1000,3.7800,3.7800,"KB"
43,"333571247687",1,13,44.3000,3.4100,3.4100,"KB"
43,"333571247690",1,13,44.7000,3.4400,3.4400,"KB"
43,"333571247700",1,13,48.1000,3.7000,3.7000,"KB"
43,"333571247713",1,13,39.4000,3.0300,3.0300,"KB"
43,"333571247739",1,13,50.2000,3.8600,3.8600,"KB"
43,"333571247771",1,13,47.4000,3.6500,3.6500,"KB"
43,"333571247797",1,13,42.7000,3.2800,3.2800,"KB"
43,"333571247810",1,13,44.3000,3.4100,3.4100,"KB"
40,"333571240231",1,13,46.1000,3.5500,3.5500,"KB"
41,"333571240231",2,17,61.6000,3.6200,3.5900,"KB"
44,"333451244386",2,16,56.5000,3.5300,3.6200,"KB"
41,"333571243186",1,13,46.3000,3.5600,3.5600,"KB"
42,"333571240231",3,16,57.8000,3.6100,3.6000,"KB"
42,"333571243186",2,17,60.2000,3.5400,3.5500,"KB"
42,"333571244525",1,12,40.7000,3.3900,3.3900,"KB"
42,"333571244541",1,12,43.2000,3.6000,3.6000,"KB"
42,"333571244554",1,12,43.5000,3.6300,3.6300,"KB"
42,"333571244567",1,12,47.1000,3.9300,3.9300,"KB"
42,"333571244570",1,12,40.4000,3.3700,3.3700,"KB"
42,"333571244583",1,12,42.6000,3.5500,3.5500,"KB"
42,"333571244596",1,12,41.8000,3.4800,3.4800,"KB"
42,"333571244606",1,12,40.0000,3.3300,3.3300,"KB"
42,"333571244619",1,12,39.5000,3.2900,3.2900,"KB"
42,"333571244622",1,12,38.5000,3.2100,3.2100,"KB"
42,"333571244635",1,12,44.1000,3.6800,3.6800,"KB"
42,"333571244648",1,12,46.5000,3.8800,3.8800,"KB"
42,"333571244651",1,12,44.4000,3.7000,3.7000,"KB"
42,"333571244664",1,12,44.1000,3.6800,3.6800,"KB"
42,"333571244729",1,13,52.0000,4.0000,4.0000,"KB"
42,"333571244732",1,13,36.8000,2.8300,2.8300,"KB"
42,"333571244758",1,13,47.2000,3.6300,3.6300,"KB"
42,"333571244761",1,13,46.0000,3.5400,3.5400,"KB"
42,"333571244787",1,13,37.4000,2.8800,2.8800,"KB"
42,"333571244790",1,13,42.0000,3.2300,3.2300,"KB"
42,"333571244800",1,13,45.4000,3.4900,3.4900,"KB"
42,"333571244813",1,13,43.8000,3.3700,3.3700,"KB"
42,"333571244826",1,13,42.6000,3.2800,3.2800,"KB"
42,"333571244839",1,13,43.2000,3.3200,3.3200,"KB"
42,"333571244842",1,13,43.8000,3.3700,3.3700,"KB"
42,"333571244855",1,13,39.4000,3.0300,3.0300,"KB"
42,"333571244868",1,16,58.6000,3.6600,3.6600,"KB"
42,"333571244871",1,16,50.7000,3.1700,3.1700,"KB"
42,"333571244897",1,16,61.4000,3.8400,3.8400,"KB"
42,"333571244907",1,16,53.2000,3.3300,3.3300,"KB"
42,"333571244910",1,16,61.6000,3.8500,3.8500,"KB"
42,"333571244923",1,16,58.0000,3.6300,3.6300,"KB"
42,"333571244949",1,16,54.6000,3.4100,3.4100,"KB"
42,"333571244952",1,16,60.0000,3.7500,3.7500,"KB"
42,"333571244965",1,16,54.4000,3.4000,3.4000,"KB"
42,"333571244981",1,16,61.0000,3.8100,3.8100,"KB"
42,"333571244994",1,15,55.9000,3.7300,3.7300,"KB"
42,"333571245003",1,15,55.3000,3.6900,3.6900,"KB"
42,"333571245029",1,15,52.2000,3.4800,3.4800,"KB"
42,"333571245032",1,15,49.5000,3.3000,3.3000,"KB"
42,"333571245058",1,15,55.7000,3.7100,3.7100,"KB"
42,"333571245061",1,15,51.2000,3.4100,3.4100,"KB"
42,"333571245074",1,15,48.1000,3.2100,3.2100,"KB"
42,"333571245090",1,15,50.7000,3.3800,3.3800,"KB"
42,"333571245155",1,15,55.9000,3.7300,3.7300,"KB"
42,"333571245168",1,15,53.3000,3.5500,3.5500,"KB"
42,"333571245171",1,15,58.8000,3.9200,3.9200,"KB"
42,"333571245197",1,15,57.9000,3.8600,3.8600,"KB"
42,"333571245207",1,15,58.8000,3.9200,3.9200,"KB"
42,"333571245210",1,15,57.3000,3.8200,3.8200,"KB"
42,"333571245294",1,16,62.8000,3.9300,3.9300,"KB"
42,"333571245304",1,16,59.6000,3.7300,3.7300,"KB"
42,"333571245333",1,15,53.1000,3.5400,3.5400,"KB"
42,"333571245359",1,15,52.7000,3.5100,3.5100,"KB"
42,"333571245362",1,15,49.3000,3.2900,3.2900,"KB"
42,"333571245401",1,13,42.3000,3.2500,3.2500,"KB"
42,"333571245595",1,12,47.1000,3.9300,3.9300,"KB"
42,"333571245618",1,12,46.2000,3.8500,3.8500,"KB"
42,"333571245634",1,13,40.6000,3.1200,3.1200,"KB"
42,"333571245650",1,13,41.4000,3.1800,3.1800,"KB"
42,"333571245663",1,13,45.2000,3.4800,3.4800,"KB"
42,"333571245702",1,13,49.0000,3.7700,3.7700,"KB"
42,"333571245731",1,15,48.7000,3.2500,3.2500,"KB"
42,"333571245786",1,15,53.7000,3.5800,3.5800,"KB"
42,"333571245838",1,15,55.1000,3.6700,3.6700,"KB"
42,"333571245883",1,16,55.0000,3.4400,3.4400,"KB"
42,"333571245896",1,16,56.0000,3.5000,3.5000,"KB"
42,"333571245906",1,16,62.8000,3.9300,3.9300,"KB"
42,"333571245919",1,16,61.0000,3.8100,3.8100,"KB"
42,"333571245922",1,16,58.1000,3.6300,3.6300,"KB"
42,"333571245935",1,16,59.4000,3.7100,3.7100,"KB"
42,"333571245948",1,15,43.8000,2.9200,2.9200,"KB"
42,"333571245980",1,12,45.9000,3.8300,3.8300,"KB"
42,"333571245993",1,15,54.1000,3.6100,3.6100,"KB"
42,"333571246002",1,15,48.4000,3.2300,3.2300,"KB"
42,"333571246015",1,15,46.3000,3.0900,3.0900,"KB"
42,"333571246028",1,15,51.8000,3.4500,3.4500,"KB"
42,"333571246057",1,13,42.6000,3.2800,3.2800,"KB"
42,"333571246073",1,13,40.3000,3.1000,3.1000,"KB"
42,"333571246109",1,16,62.8000,3.9300,3.9300,"KB"
42,"333571246293",1,12,43.2000,3.6000,3.6000,"KB"
42,"333571246303",1,12,45.9000,3.8300,3.8300,"KB"
42,"333571246316",1,12,44.4000,3.7000,3.7000,"KB"
42,"333571246329",1,15,54.7000,3.6500,3.6500,"KB"
42,"333571246345",1,12,45.9000,3.8300,3.8300,"KB"
42,"333571246374",1,13,41.8000,3.2200,3.2200,"KB"
42,"333571246439",1,15,53.6000,3.5700,3.5700,"KB"
42,"333571246455",1,16,60.2000,3.7600,3.7600,"KB"
42,"333571246701",1,15,55.3000,3.6900,3.6900,"KB"
42,"333571246714",1,15,56.5000,3.7700,3.7700,"KB"
43,"333571240231",4,14,49.0000,3.5000,3.5800,"KB"
43,"333571243186",3,16,56.1000,3.5100,3.5300,"KB"
43,"333571244276",1,12,40.2000,3.3500,3.3500,"KB"
43,"333571244525",2,16,56.1000,3.5100,3.4600,"KB"
43,"333571244541",2,16,55.7000,3.4800,3.5300,"KB"
43,"333571244554",2,16,54.8000,3.4300,3.5100,"KB"
43,"333571244567",2,16,57.3000,3.5800,3.7300,"KB"
43,"333571244570",2,16,53.0000,3.3100,3.3400,"KB"
43,"333571244583",2,16,56.0000,3.5000,3.5200,"KB"
43,"333571244596",2,16,55.7000,3.4800,3.4800,"KB"
43,"333571244606",2,16,53.6000,3.3500,3.3400,"KB"
43,"333571244619",2,16,55.6000,3.4800,3.4000,"KB"
43,"333571244622",2,16,55.2000,3.4500,3.3500,"KB"
43,"333571244635",2,16,55.1000,3.4400,3.5400,"KB"
43,"333571244648",2,16,58.6000,3.6600,3.7500,"KB"
43,"333571244651",2,16,57.0000,3.5600,3.6200,"KB"
43,"333571244664",2,16,58.4000,3.6500,3.6600,"KB"
43,"333571244729",2,17,64.8000,3.8100,3.8900,"KB"
44,"333571251039",1,15,55.9000,3.7300,3.7300,"KB"
44,"333571251068",1,20,73.3000,3.6700,3.6700,"KB"
44,"333571251071",1,20,68.8000,3.4400,3.4400,"KB"
44,"333571251084",1,20,69.6000,3.4800,3.4800,"KB"
44,"333571251107",1,12,41.4000,3.4500,3.4500,"KB"
44,"333571251123",1,12,44.1000,3.6800,3.6800,"KB"
44,"333571251149",1,12,39.5000,3.2900,3.2900,"KB"
44,"333571251152",1,13,45.6000,3.5100,3.5100,"KB"
44,"333571251165",1,13,49.0000,3.7700,3.7700,"KB"
44,"333571251178",1,16,55.3000,3.4600,3.4600,"KB"
44,"333571251181",1,16,51.7000,3.2300,3.2300,"KB"
44,"333571251204",1,15,56.6000,3.7700,3.7700,"KB"
44,"333571251233",1,15,55.3000,3.6900,3.6900,"KB"
44,"333571251262",1,20,73.4000,3.6700,3.6700,"KB"
44,"333571251288",1,20,74.8000,3.7400,3.7400,"KB"
44,"333571251291",1,16,48.1000,3.0100,3.0100,"KB"
44,"333571251301",1,12,39.2000,3.2700,3.2700,"KB"
44,"333571251314",1,20,74.8000,3.7400,3.7400,"KB"
44,"333571251327",1,20,69.0000,3.4500,3.4500,"KB"
44,"333571251343",1,16,50.9000,3.1800,3.1800,"KB"
44,"333571251356",1,13,46.8000,3.6000,3.6000,"KB"
44,"333571251369",1,12,40.8000,3.4000,3.4000,"KB"
44,"333571251372",1,20,70.4000,3.5200,3.5200,"KB"
44,"333571251398",1,20,74.8000,3.7400,3.7400,"KB"
44,"333571251408",1,20,74.4000,3.7200,3.7200,"KB"
44,"333571251411",1,20,75.6000,3.7800,3.7800,"KB"
44,"333571251424",1,13,42.6000,3.2800,3.2800,"KB"
44,"333571251437",1,13,45.6000,3.5100,3.5100,"KB"
44,"333571251453",1,13,47.4000,3.6500,3.6500,"KB"
44,"333571251466",1,13,48.2000,3.7100,3.7100,"KB"
44,"333571251479",1,20,64.5000,3.2300,3.2300,"KB"
44,"333571251482",1,16,53.8000,3.3600,3.3600,"KB"
44,"333571251495",1,12,40.5000,3.3800,3.3800,"KB"
44,"333571251505",1,16,53.9000,3.3700,3.3700,"KB"
44,"333571251518",1,15,53.8000,3.5900,3.5900,"KB"
44,"333571251521",1,20,74.2000,3.7100,3.7100,"KB"
44,"333571251534",1,16,56.7000,3.5400,3.5400,"KB"
44,"333572148628",2,19,66.3000,3.4900,3.4800,"KB"
44,"333571251440",1,15,58.0000,3.8700,3.8700,"KB"
44,"333571243186",4,14,52.4000,3.7400,3.5800,"KB"
44,"333571244276",2,16,56.2000,3.5100,3.4400,"KB"
44,"333571244525",3,19,69.1000,3.6400,3.5300,"KB"
44,"333571244541",3,19,67.5000,3.5500,3.5400,"KB"
44,"333571244554",3,19,66.7000,3.5100,3.5100,"KB"
44,"333571244567",3,19,72.4000,3.8100,3.7600,"KB"
44,"333571244570",3,19,61.0000,3.2100,3.2900,"KB"
44,"333571244583",3,19,61.3000,3.2300,3.4000,"KB"
44,"333571244596",3,19,64.0000,3.3700,3.4400,"KB"
44,"333571244606",3,19,65.5000,3.4500,3.3900,"KB"
44,"333571244619",3,19,63.4000,3.3400,3.3700,"KB"
44,"333571244622",3,19,65.5000,3.4500,3.3900,"KB"
44,"333571244635",3,19,70.8000,3.7300,3.6200,"KB"
44,"333571244648",3,19,70.3000,3.7000,3.7300,"KB"
44,"333571244651",3,19,71.2000,3.7500,3.6700,"KB"
44,"333571244664",3,19,70.0000,3.6800,3.6700,"KB"
44,"333571244729",3,16,60.1000,3.7600,3.8500,"KB"
44,"333571244732",3,16,47.7000,2.9800,3.0300,"KB"
44,"333571244758",3,16,54.7000,3.4200,3.6100,"KB"
44,"333571244761",3,16,53.7000,3.3600,3.5700,"KB"
44,"333571244787",3,16,50.4000,3.1500,3.1200,"KB"
44,"333571244790",3,16,50.7000,3.1700,3.2700,"KB"
44,"333571244800",3,16,52.5000,3.2800,3.5000,"KB"
44,"333571244813",3,16,54.9000,3.4300,3.5500,"KB"
44,"333571244826",3,16,46.7000,2.9200,3.2800,"KB"
44,"333571244839",3,16,55.8000,3.4900,3.5600,"KB"
44,"333571244842",3,16,60.5000,3.7800,3.7000,"KB"
44,"333571244855",3,16,46.7000,2.9200,3.1300,"KB"
44,"333571244868",3,19,72.1000,3.7900,3.7100,"KB"
44,"333571244871",3,19,61.6000,3.2400,3.1700,"KB"
44,"333571244897",3,19,67.0000,3.5300,3.6400,"KB"
44,"333571244907",3,19,63.6000,3.3500,3.3200,"KB"
44,"333571244910",3,19,72.1000,3.7900,3.7700,"KB"
44,"333571244923",3,19,68.8000,3.6200,3.6000,"KB"
44,"333571244949",3,19,65.0000,3.4200,3.4300,"KB"
44,"333571244952",3,19,65.5000,3.4500,3.5600,"KB"
44,"333571244965",3,19,63.4000,3.3400,3.3200,"KB"
44,"333571244981",3,19,68.6000,3.6100,3.6700,"KB"
44,"333571244994",2,19,69.5000,3.6600,3.6900,"KB"
44,"333571245003",3,20,75.5000,3.7800,3.7700,"KB"
44,"333571245029",3,20,76.7000,3.8400,3.7600,"KB"
44,"333571245032",3,20,70.9000,3.5500,3.4900,"KB"
44,"333571245058",3,20,70.6000,3.5300,3.6100,"KB"
